player,source_season,target_season,position,source_minutes,target_minutes,source_xg90,target_xg90,source_xa90,target_xa90
Joel Ward,2015,2016,DEF,2694,3420,0.038,0.025,0.06,0.023
Joel Ward,2016,2017,DEF,3420,1621,0.025,0.011,0.023,0.049
Joel Ward,2017,2018,DEF,1621,550,0.011,0.15,0.049,0.019
Joel Ward,2018,2019,DEF,550,2383,0.15,0.008,0.019,0.009
Joel Ward,2019,2020,DEF,2383,2252,0.008,0.002,0.009,0.019
Joel Ward,2020,2021,DEF,2252,2487,0.002,0.012,0.019,0.012
Joel Ward,2021,2022,DEF,2487,2251,0.012,0.059,0.012,0.014
Joel Ward,2022,2023,DEF,2251,1985,0.059,0.036,0.014,0.004
Joelinton,2018,2019,MID,2149,2722,0.374,0.199,0.216,0.103
Joelinton,2019,2020,FWD,2722,2006,0.199,0.253,0.103,0.106
Joelinton,2020,2021,FWD,2006,2554,0.253,0.134,0.106,0.066
Joelinton,2021,2022,MID,2554,2677,0.134,0.21,0.066,0.105
Joelinton,2022,2023,MID,2677,1289,0.21,0.179,0.105,0.207
Joelinton,2023,2024,MID,1289,2188,0.179,0.172,0.207,0.064
Johann Berg Gudmundsson,2016,2017,FWD,988,2845,0.056,0.093,0.11,0.16
Johann Berg Gudmundsson,2017,2018,MID,2845,1732,0.093,0.136,0.16,0.186
Johann Berg Gudmundsson,2018,2019,FWD,1732,629,0.136,0.104,0.186,0.131
Johann Berg Gudmundsson,2019,2020,MID,629,1369,0.104,0.101,0.131,0.063
Johann Berg Gudmundsson,2020,2021,MID,1369,1110,0.101,0.137,0.063,0.053
John Egan,2019,2020,DEF,3193,2628,0.076,0.017,0.013,0.021
John Fleck,2019,2020,MID,2513,2576,0.116,0.018,0.123,0.084
John McGinn,2019,2020,MID,2323,3330,0.154,0.059,0.101,0.095
John McGinn,2020,2021,MID,3330,3099,0.059,0.053,0.095,0.156
John McGinn,2021,2022,MID,3099,2692,0.053,0.065,0.156,0.114
John McGinn,2022,2023,MID,2692,3053,0.065,0.138,0.114,0.166
John McGinn,2023,2024,MID,3053,1896,0.138,0.132,0.166,0.127
John Stones,2014,2015,DEF,2046,2781,0.009,0.014,0.029,0.066
John Stones,2015,2016,DEF,2781,2011,0.014,0.066,0.066,0.01
John Stones,2016,2017,FWD,2011,1310,0.066,0.091,0.01,0.0
John Stones,2017,2018,DEF,1310,1763,0.091,0.008,0.0,0.011
John Stones,2018,2019,FWD,1763,1114,0.008,0.044,0.011,0.005
John Stones,2019,2020,FWD,1114,1933,0.044,0.116,0.005,0.002
John Stones,2020,2021,DEF,1933,1114,0.116,0.098,0.002,0.013
John Stones,2021,2022,DEF,1114,1852,0.098,0.064,0.013,0.07
John Stones,2022,2023,DEF,1852,1060,0.064,0.064,0.07,0.022
John Stones,2023,2024,FWD,1060,539,0.064,0.111,0.022,0.014
Jonny,2014,2015,DEF,2964,2963,0.008,0.023,0.057,0.083
Jonny,2015,2016,DEF,2963,2202,0.023,0.032,0.083,0.088
Jonny,2016,2017,DEF,2202,3208,0.032,0.053,0.088,0.05
Jonny,2017,2018,DEF,3208,2792,0.053,0.06,0.05,0.057
Jonny,2018,2019,MID,2792,2907,0.06,0.05,0.057,0.049
Jonny,2019,2020,MID,2907,505,0.05,0.009,0.049,0.009
Jonny,2020,2021,MID,505,1020,0.009,0.076,0.009,0.1
Jonny,2021,2022,MID,1020,1257,0.076,0.013,0.1,0.041
Jonny Evans,2014,2015,FWD,1095,2600,0.001,0.043,0.003,0.027
Jonny Evans,2015,2016,DEF,2600,2635,0.043,0.062,0.027,0.011
Jonny Evans,2016,2017,DEF,2635,2276,0.062,0.069,0.011,0.041
Jonny Evans,2017,2018,FWD,2276,1993,0.069,0.024,0.041,0.013
Jonny Evans,2018,2019,DEF,1993,3390,0.024,0.066,0.013,0.01
Jonny Evans,2019,2020,DEF,3390,2483,0.066,0.067,0.01,0.02
Jonny Evans,2020,2021,DEF,2483,1355,0.067,0.085,0.02,0.061
Jonny Evans,2021,2022,DEF,1355,1057,0.085,0.007,0.061,0.008
Jonny Evans,2022,2023,DEF,1057,1399,0.007,0.005,0.008,0.046
Jordan Ayew,2014,2015,FWD,2616,2356,0.408,0.179,0.112,0.056
Jordan Ayew,2015,2016,FWD,2356,858,0.179,0.107,0.056,0.193
Jordan Ayew,2016,2017,FWD,858,2862,0.107,0.215,0.193,0.06
Jordan Ayew,2017,2018,FWD,2862,1200,0.215,0.199,0.06,0.09
Jordan Ayew,2018,2019,FWD,1200,3196,0.199,0.216,0.09,0.081
Jordan Ayew,2019,2020,FWD,3196,2097,0.216,0.111,0.081,0.035
Jordan Ayew,2020,2021,FWD,2097,2036,0.111,0.19,0.035,0.134
Jordan Ayew,2021,2022,FWD,2036,2738,0.19,0.09,0.134,0.1
Jordan Ayew,2022,2023,MID,2738,2563,0.09,0.15,0.1,0.174
Jordan Ayew,2023,2024,FWD,2563,1343,0.15,0.271,0.174,0.09
Jordan Pickford,2016,2017,GK,2610,3420,0.0,0.0,0.019,0.002
Jordan Pickford,2017,2018,GK,3420,3420,0.0,0.0,0.002,0.001
Jordan Pickford,2018,2019,GK,3420,3420,0.0,0.0,0.001,0.001
Jordan Pickford,2019,2020,GK,3420,2742,0.0,0.0,0.001,0.001
Jordan Pickford,2020,2021,GK,2742,3150,0.0,0.0,0.001,0.004
Jordan Pickford,2021,2022,GK,3150,3330,0.0,0.0,0.004,0.008
Jordan Pickford,2022,2023,GK,3330,3420,0.0,0.0,0.008,0.004
Jordan Pickford,2023,2024,GK,3420,2700,0.0,0.0,0.004,0.009
Jorge Cuenca,2021,2022,DEF,2690,500,0.028,0.056,0.005,0.059
Jorge Cuenca,2022,2023,FWD,500,1943,0.056,0.073,0.059,0.012
Jorginho,2014,2015,FWD,1278,2911,0.018,0.004,0.084,0.173
Jorginho,2015,2016,MID,2911,2158,0.004,0.033,0.173,0.156
Jorginho,2016,2017,MID,2158,2677,0.033,0.093,0.156,0.129
Jorginho,2017,2018,MID,2677,3179,0.093,0.037,0.129,0.087
Jorginho,2018,2019,MID,3179,2391,0.037,0.117,0.087,0.11
Jorginho,2019,2020,MID,2391,2022,0.117,0.31,0.11,0.087
Jorginho,2020,2021,MID,2022,2285,0.31,0.233,0.087,0.114
Jorginho,2021,2022,MID,2285,2138,0.233,0.076,0.114,0.023
Jorginho,2022,2023,MID,2138,911,0.076,0.008,0.023,0.153
Jorginho,2023,2024,FWD,911,549,0.008,0.006,0.153,0.076
Joseph Gomez,2017,2018,DEF,1900,1052,0.022,0.02,0.073,0.036
Joseph Gomez,2018,2019,FWD,1052,1996,0.02,0.001,0.036,0.007
Joseph Gomez,2019,2020,DEF,1996,594,0.001,0.0,0.007,0.01
Joseph Gomez,2020,2021,DEF,594,333,0.0,0.004,0.01,0.192
Joseph Gomez,2021,2022,DEF,333,1443,0.004,0.007,0.192,0.003
Joseph Gomez,2022,2023,DEF,1443,1749,0.007,0.042,0.003,0.077
Joseph Gomez,2023,2024,DEF,1749,510,0.042,0.066,0.077,0.014
Josh Brownhill,2019,2020,MID,808,2818,0.035,0.048,0.014,0.028
Josh Brownhill,2020,2021,MID,2818,2953,0.048,0.037,0.028,0.072
Joshua Zirkzee,2022,2023,FWD,776,2802,0.394,0.293,0.145,0.194
Joshua Zirkzee,2023,2024,FWD,2802,1304,0.293,0.325,0.194,0.139
Josko Gvardiol,2021,2022,DEF,2416,2167,0.085,0.073,0.084,0.026
Josko Gvardiol,2022,2023,DEF,2167,2335,0.073,0.119,0.026,0.082
Josko Gvardiol,2023,2024,DEF,2335,2647,0.119,0.141,0.082,0.064
José Sá,2021,2022,GK,3291,3240,0.0,0.0,0.011,0.0
José Sá,2022,2023,GK,3240,3041,0.0,0.0,0.0,0.0
José Sá,2023,2024,GK,3041,2070,0.0,0.0,0.0,0.002
João Félix,2019,2020,FWD,1784,1558,0.402,0.335,0.132,0.243
João Félix,2020,2021,FWD,1558,1259,0.335,0.459,0.243,0.296
João Félix,2021,2022,FWD,1259,1599,0.459,0.433,0.296,0.139
João Félix,2022,2023,FWD,1599,1530,0.433,0.518,0.139,0.182
João Félix,2023,2024,FWD,1530,825,0.518,0.471,0.182,0.183
João Gomes,2022,2023,MID,650,2690,0.028,0.062,0.017,0.044
João Gomes,2023,2024,MID,2690,2391,0.062,0.09,0.044,0.035
João Palhinha,2022,2023,MID,3124,2742,0.078,0.107,0.008,0.028
João Pedro,2023,2024,MID,2026,1820,0.529,0.357,0.241,0.243
Joël Veltman,2020,2021,MID,2281,2895,0.05,0.022,0.073,0.049
Joël Veltman,2021,2022,DEF,2895,2215,0.022,0.055,0.049,0.041
Joël Veltman,2022,2023,DEF,2215,1549,0.055,0.043,0.041,0.03
Joël Veltman,2023,2024,DEF,1549,1666,0.043,0.043,0.03,0.041
Julio Enciso,2022,2023,MID,798,476,0.475,0.335,0.201,0.449
Julio Enciso,2023,2024,FWD,476,619,0.335,0.221,0.449,0.245
Julián Araujo,2023,2024,DEF,1448,353,0.058,0.0,0.074,0.0
Julián Álvarez,2022,2023,FWD,1416,2682,0.493,0.482,0.13,0.195
Justin Kluivert,2018,2019,FWD,1330,1539,0.1,0.162,0.189,0.06
Justin Kluivert,2019,2020,FWD,1539,830,0.162,0.348,0.06,0.095
Justin Kluivert,2020,2021,FWD,830,1907,0.348,0.134,0.095,0.242
Justin Kluivert,2021,2022,MID,1907,1453,0.134,0.41,0.242,0.169
Justin Kluivert,2022,2023,FWD,1453,2029,0.41,0.324,0.169,0.074
Justin Kluivert,2023,2024,MID,2029,1985,0.324,0.458,0.074,0.218
Jéremy Doku,2020,2021,MID,2324,459,0.1,0.189,0.139,0.404
Jéremy Doku,2021,2022,FWD,459,1277,0.189,0.206,0.404,0.314
Jéremy Doku,2022,2023,FWD,1277,1726,0.206,0.259,0.314,0.296
Jéremy Doku,2023,2024,MID,1726,1255,0.259,0.098,0.296,0.239
Jørgen Strand Larsen,2022,2023,FWD,1735,2951,0.249,0.508,0.101,0.084
Jørgen Strand Larsen,2023,2024,FWD,2951,2275,0.508,0.338,0.084,0.114
Kai Havertz,2016,2017,MID,1444,2131,0.195,0.15,0.2,0.189
Kai Havertz,2017,2018,MID,2131,2906,0.15,0.371,0.189,0.092
Kai Havertz,2018,2019,MID,2906,2467,0.371,0.367,0.092,0.302
Kai Havertz,2019,2020,FWD,2467,1523,0.367,0.375,0.302,0.092
Kai Havertz,2020,2021,FWD,1523,1829,0.375,0.525,0.092,0.126
Kai Havertz,2021,2022,FWD,1829,2613,0.525,0.44,0.126,0.123
Kai Havertz,2022,2023,FWD,2613,2651,0.44,0.457,0.123,0.197
Kai Havertz,2023,2024,FWD,2651,1848,0.457,0.573,0.197,0.14
Kalvin Phillips,2020,2021,MID,2435,1598,0.014,0.043,0.119,0.066
Kalvin Phillips,2023,2024,FWD,358,1228,0.049,0.032,0.0,0.024
Kamaldeen Sulemana,2021,2022,FWD,1019,1245,0.195,0.218,0.201,0.185
Kaoru Mitoma,2022,2023,FWD,2306,1482,0.361,0.284,0.275,0.206
Kaoru Mitoma,2023,2024,MID,1482,2492,0.284,0.318,0.206,0.174
Keane Lewis-Potter,2022,2023,FWD,307,1432,0.199,0.539,0.419,0.101
Keane Lewis-Potter,2023,2024,FWD,1432,2480,0.539,0.093,0.101,0.079
Kenny Tete,2017,2018,FWD,1597,1055,0.05,0.064,0.149,0.155
Kenny Tete,2018,2019,DEF,1055,1055,0.064,0.051,0.155,0.126
Kenny Tete,2019,2020,FWD,1055,1501,0.051,0.013,0.126,0.054
Kenny Tete,2022,2023,DEF,2589,880,0.025,0.12,0.081,0.017
Kenny Tete,2023,2024,DEF,880,1278,0.12,0.091,0.017,0.036
Kepa,2016,2017,GK,2015,2700,0.0,0.0,0.002,0.009
Kepa,2017,2018,GK,2700,3240,0.0,0.0,0.009,0.0
Kepa,2018,2019,GK,3240,2970,0.0,0.0,0.0,0.0
Kepa,2019,2020,GK,2970,582,0.0,0.0,0.0,0.0
Kepa,2020,2021,FWD,582,360,0.0,0.0,0.0,0.0
Kepa,2021,2022,GK,360,2567,0.0,0.0,0.0,0.0
Kepa,2022,2023,GK,2567,1194,0.0,0.0,0.0,0.0
Kepa,2023,2024,FWD,1194,2070,0.0,0.003,0.0,0.001
Kevin Danso,2016,2017,DEF,617,1112,0.029,0.174,0.007,0.022
Kevin Danso,2017,2018,DEF,1112,1245,0.174,0.029,0.022,0.024
Kevin Danso,2021,2022,DEF,2794,3236,0.046,0.085,0.013,0.029
Kevin Danso,2022,2023,DEF,3236,2657,0.085,0.078,0.029,0.01
Kevin Danso,2023,2024,DEF,2657,1429,0.078,0.042,0.01,0.051
Kevin De Bruyne,2014,2015,MID,3052,2174,0.228,0.214,0.422,0.345
Kevin De Bruyne,2015,2016,MID,2174,2893,0.214,0.211,0.345,0.494
Kevin De Bruyne,2016,2017,MID,2893,3103,0.211,0.157,0.494,0.38
Kevin De Bruyne,2017,2018,MID,3103,965,0.157,0.137,0.38,0.621
Kevin De Bruyne,2018,2019,FWD,965,2818,0.137,0.259,0.621,0.659
Kevin De Bruyne,2019,2020,MID,2818,2008,0.259,0.447,0.659,0.491
Kevin De Bruyne,2020,2021,MID,2008,2214,0.447,0.242,0.491,0.458
Kevin De Bruyne,2021,2022,MID,2214,2448,0.242,0.175,0.458,0.6
Kevin De Bruyne,2022,2023,MID,2448,1233,0.175,0.188,0.6,0.874
Kevin De Bruyne,2023,2024,MID,1233,1098,0.188,0.211,0.874,0.561
Kevin Schade,2021,2022,FWD,813,886,0.288,0.16,0.126,0.158
Kieran Tierney,2019,2020,DEF,996,2305,0.021,0.015,0.068,0.149
Kieran Tierney,2020,2021,DEF,2305,1926,0.015,0.029,0.149,0.058
Kieran Tierney,2021,2022,DEF,1926,733,0.029,0.037,0.058,0.036
Kieran Tierney,2022,2023,FWD,733,1255,0.037,0.01,0.036,0.057
Kieran Trippier,2014,2015,DEF,3418,456,0.012,0.082,0.179,0.094
Kieran Trippier,2015,2016,DEF,456,561,0.082,0.013,0.094,0.443
Kieran Trippier,2016,2017,DEF,561,1910,0.013,0.02,0.443,0.201
Kieran Trippier,2017,2018,DEF,1910,2278,0.02,0.018,0.201,0.191
Kieran Trippier,2018,2019,DEF,2278,1984,0.018,0.007,0.191,0.22
Kieran Trippier,2019,2020,DEF,1984,2479,0.007,0.005,0.22,0.142
Kieran Trippier,2020,2021,DEF,2479,1408,0.005,0.022,0.142,0.037
Kieran Trippier,2021,2022,DEF,1408,3368,0.022,0.023,0.037,0.36
Kieran Trippier,2022,2023,DEF,3368,2255,0.023,0.026,0.36,0.343
Kieran Trippier,2023,2024,FWD,2255,770,0.026,0.009,0.343,0.057
Kiernan Dewsbury-Hall,2021,2022,MID,2101,2334,0.055,0.072,0.13,0.118
Kobbie Mainoo,2023,2024,MID,1980,1304,0.035,0.033,0.038,0.14
Konstantinos Mavropanos,2020,2021,DEF,1483,2714,0.088,0.106,0.016,0.016
Konstantinos Mavropanos,2021,2022,DEF,2714,2287,0.106,0.144,0.016,0.053
Konstantinos Mavropanos,2022,2023,DEF,2287,1490,0.144,0.053,0.053,0.006
Konstantinos Mavropanos,2023,2024,DEF,1490,1745,0.053,0.067,0.006,0.034
Konstantinos Tsimikas,2021,2022,DEF,866,754,0.07,0.073,0.221,0.167
Konstantinos Tsimikas,2022,2023,DEF,754,667,0.073,0.013,0.167,0.158
Konstantinos Tsimikas,2023,2024,FWD,667,495,0.013,0.031,0.158,0.272
Kristoffer Ajer,2021,2022,DEF,2012,781,0.048,0.003,0.099,0.002
Kristoffer Ajer,2022,2023,DEF,781,1845,0.003,0.072,0.002,0.127
Kristoffer Ajer,2023,2024,DEF,1845,1238,0.072,0.071,0.127,0.071
Kurt Zouma,2014,2015,DEF,633,1912,0.003,0.086,0.004,0.026
Kurt Zouma,2017,2018,DEF,2889,2613,0.035,0.044,0.015,0.015
Kurt Zouma,2018,2019,DEF,2613,2340,0.044,0.057,0.015,0.005
Kurt Zouma,2019,2020,DEF,2340,2024,0.057,0.139,0.005,0.004
Kurt Zouma,2020,2021,FWD,2024,2083,0.139,0.035,0.004,0.004
Kurt Zouma,2021,2022,DEF,2083,1990,0.035,0.096,0.004,0.003
Kurt Zouma,2022,2023,DEF,1990,2849,0.096,0.074,0.003,0.006
Kyle Walker,2014,2015,DEF,1309,2947,0.011,0.027,0.064,0.13
Kyle Walker,2015,2016,DEF,2947,2710,0.027,0.023,0.13,0.123
Kyle Walker,2016,2017,FWD,2710,2792,0.023,0.023,0.123,0.156
Kyle Walker,2017,2018,DEF,2792,2774,0.023,0.024,0.156,0.063
Kyle Walker,2018,2019,DEF,2774,2407,0.024,0.049,0.063,0.072
Kyle Walker,2019,2020,DEF,2407,1944,0.049,0.009,0.072,0.023
Kyle Walker,2020,2021,DEF,1944,1759,0.009,0.011,0.023,0.074
Kyle Walker,2021,2022,DEF,1759,1957,0.011,0.015,0.074,0.01
Kyle Walker,2022,2023,DEF,1957,2770,0.015,0.012,0.01,0.109
Kyle Walker,2023,2024,DEF,2770,1488,0.012,0.009,0.109,0.077
Kyle Walker-Peters,2018,2019,DEF,372,946,0.084,0.011,0.115,0.071
Kyle Walker-Peters,2019,2020,DEF,946,2655,0.011,0.038,0.071,0.043
Kyle Walker-Peters,2020,2021,DEF,2655,2631,0.038,0.045,0.043,0.114
Kyle Walker-Peters,2021,2022,DEF,2631,2659,0.045,0.023,0.114,0.062
Leander Dendoncker,2018,2019,MID,1474,2793,0.254,0.085,0.078,0.023
Leander Dendoncker,2019,2020,MID,2793,2500,0.085,0.122,0.023,0.021
Leander Dendoncker,2020,2021,MID,2500,1941,0.122,0.114,0.021,0.045
Leander Dendoncker,2021,2022,MID,1941,888,0.114,0.059,0.045,0.067
Leandro Trossard,2019,2020,MID,2018,2647,0.239,0.184,0.206,0.184
Leandro Trossard,2020,2021,FWD,2647,2830,0.184,0.253,0.184,0.168
Leandro Trossard,2021,2022,MID,2830,2263,0.253,0.281,0.168,0.253
Leandro Trossard,2022,2023,FWD,2263,1649,0.281,0.523,0.253,0.177
Leandro Trossard,2023,2024,FWD,1649,2015,0.523,0.305,0.177,0.266
Leny Yoro,2022,2023,FWD,771,2670,0.013,0.077,0.003,0.003
Leny Yoro,2023,2024,DEF,2670,777,0.077,0.13,0.003,0.0
Leon Bailey,2017,2018,MID,2224,1940,0.324,0.236,0.259,0.19
Leon Bailey,2018,2019,FWD,1940,1098,0.236,0.364,0.19,0.208
Leon Bailey,2019,2020,MID,1098,2151,0.364,0.273,0.208,0.266
Leon Bailey,2020,2021,MID,2151,723,0.273,0.186,0.266,0.084
Leon Bailey,2021,2022,MID,723,2031,0.186,0.212,0.084,0.245
Leon Bailey,2022,2023,MID,2031,2112,0.212,0.276,0.245,0.439
Leon Bailey,2023,2024,MID,2112,1151,0.276,0.224,0.439,0.185
Levi Colwill,2022,2023,DEF,1213,1813,0.117,0.039,0.045,0.061
Levi Colwill,2023,2024,DEF,1813,2520,0.039,0.051,0.061,0.035
Lewis Cook,2016,2017,MID,432,2243,0.021,0.015,0.099,0.058
Lewis Cook,2017,2018,MID,2243,718,0.015,0.017,0.058,0.007
Lewis Cook,2018,2019,MID,718,1331,0.017,0.017,0.007,0.037
Lewis Cook,2022,2023,MID,1694,2799,0.01,0.013,0.122,0.118
Lewis Cook,2023,2024,MID,2799,2485,0.013,0.034,0.118,0.158
Lewis Dunk,2017,2018,DEF,3420,3154,0.083,0.05,0.036,0.022
Lewis Dunk,2018,2019,DEF,3154,3233,0.05,0.104,0.022,0.035
Lewis Dunk,2019,2020,DEF,3233,2934,0.104,0.083,0.035,0.025
Lewis Dunk,2020,2021,DEF,2934,2574,0.083,0.052,0.025,0.014
Lewis Dunk,2021,2022,DEF,2574,3240,0.052,0.057,0.014,0.024
Lewis Dunk,2022,2023,DEF,3240,2895,0.057,0.092,0.024,0.036
Lewis Dunk,2023,2024,DEF,2895,1633,0.092,0.054,0.036,0.028
Lewis Hall,2022,2023,DEF,669,748,0.129,0.05,0.334,0.036
Lewis Hall,2023,2024,DEF,748,2200,0.05,0.022,0.036,0.162
Lisandro Martínez,2022,2023,DEF,2123,656,0.022,0.0,0.01,0.007
Lisandro Martínez,2023,2024,DEF,656,1762,0.0,0.086,0.007,0.069
Lloyd Kelly,2022,2023,DEF,2044,1567,0.005,0.018,0.017,0.095
Lloyd Kelly,2023,2024,FWD,1567,781,0.018,0.082,0.095,0.043
Loris Karius,2014,2015,GK,2911,3060,0.0,0.0,0.001,0.0
Loris Karius,2015,2016,GK,3060,900,0.0,0.0,0.0,0.0
Loris Karius,2016,2017,GK,900,1710,0.0,0.0,0.0,0.0
Lucas Digne,2014,2015,DEF,1270,2857,0.021,0.037,0.109,0.092
Lucas Digne,2015,2016,DEF,2857,1177,0.037,0.044,0.092,0.071
Lucas Digne,2016,2017,DEF,1177,702,0.044,0.042,0.071,0.225
Lucas Digne,2017,2018,DEF,702,2968,0.042,0.036,0.225,0.234
Lucas Digne,2018,2019,DEF,2968,3044,0.036,0.037,0.234,0.189
Lucas Digne,2019,2020,DEF,3044,2683,0.037,0.016,0.189,0.2
Lucas Digne,2020,2021,DEF,2683,2446,0.016,0.032,0.2,0.13
Lucas Digne,2021,2022,DEF,2446,1494,0.032,0.03,0.13,0.094
Lucas Digne,2022,2023,DEF,1494,2406,0.03,0.049,0.094,0.11
Lucas Digne,2023,2024,DEF,2406,2215,0.049,0.032,0.11,0.257
Lucas Paquetá,2018,2019,MID,861,1090,0.145,0.164,0.087,0.137
Lucas Paquetá,2019,2020,FWD,1090,2303,0.164,0.296,0.137,0.25
Lucas Paquetá,2020,2021,MID,2303,2730,0.296,0.31,0.25,0.161
Lucas Paquetá,2021,2022,MID,2730,2378,0.31,0.208,0.161,0.116
Lucas Paquetá,2022,2023,MID,2378,2676,0.208,0.155,0.116,0.196
Lucas Paquetá,2023,2024,FWD,2676,1922,0.155,0.23,0.196,0.09
Luis Díaz,2021,2022,FWD,962,997,0.4,0.322,0.204,0.177
Luis Díaz,2022,2023,FWD,997,2706,0.322,0.428,0.177,0.216
Luis Díaz,2023,2024,FWD,2706,1996,0.428,0.405,0.216,0.239
Luis Sinisterra,2022,2023,MID,891,670,0.34,0.308,0.039,0.312
Lukasz Fabianski,2014,2015,GK,3310,3330,0.0,0.001,0.0,0.003
Lukasz Fabianski,2015,2016,GK,3330,3330,0.001,0.0,0.003,0.0
Lukasz Fabianski,2016,2017,GK,3330,3420,0.0,0.0,0.0,0.0
Lukasz Fabianski,2017,2018,GK,3420,3420,0.0,0.0,0.0,0.002
Lukasz Fabianski,2018,2019,GK,3420,2117,0.0,0.0,0.002,0.0
Lukasz Fabianski,2019,2020,GK,2117,3150,0.0,0.0,0.0,0.0
Lukasz Fabianski,2020,2021,GK,3150,3330,0.0,0.0,0.0,0.0
Lukasz Fabianski,2021,2022,GK,3330,3115,0.0,0.0,0.0,0.0
Lukasz Fabianski,2022,2023,GK,3115,706,0.0,0.0,0.0,0.0
Lukasz Fabianski,2023,2024,GK,706,1067,0.0,0.0,0.0,0.0
Luke Shaw,2014,2015,DEF,1131,450,0.011,0.014,0.102,0.136
Luke Shaw,2015,2016,DEF,450,702,0.014,0.025,0.136,0.13
Luke Shaw,2016,2017,DEF,702,785,0.025,0.037,0.13,0.041
Luke Shaw,2017,2018,FWD,785,2594,0.037,0.053,0.041,0.15
Luke Shaw,2018,2019,DEF,2594,1735,0.053,0.037,0.15,0.071
Luke Shaw,2019,2020,DEF,1735,2659,0.037,0.023,0.071,0.219
Luke Shaw,2020,2021,DEF,2659,1609,0.023,0.009,0.219,0.207
Luke Shaw,2021,2022,DEF,1609,2570,0.009,0.034,0.207,0.134
Luke Shaw,2022,2023,DEF,2570,976,0.034,0.007,0.134,0.088
Luke Thomas,2020,2021,MID,982,1915,0.025,0.009,0.087,0.067
Luke Thomas,2021,2022,MID,1915,1064,0.009,0.007,0.067,0.051
Luke Thomas,2022,2023,DEF,1064,940,0.007,0.066,0.051,0.007
Luke Thomas,2023,2024,MID,940,452,0.066,0.01,0.007,0.018
Mads Roerslev,2021,2022,FWD,1240,1089,0.021,0.033,0.07,0.153
Mads Roerslev,2022,2023,FWD,1089,2009,0.033,0.051,0.153,0.092
Mads Roerslev,2023,2024,DEF,2009,1321,0.051,0.015,0.092,0.195
Mahmoud Dahoud,2015,2016,MID,2089,2286,0.121,0.092,0.18,0.173
Mahmoud Dahoud,2016,2017,MID,2286,1120,0.092,0.154,0.173,0.373
Mahmoud Dahoud,2017,2018,FWD,1120,683,0.154,0.173,0.373,0.118
Mahmoud Dahoud,2018,2019,FWD,683,556,0.173,0.151,0.118,0.14
Mahmoud Dahoud,2019,2020,MID,556,1267,0.151,0.039,0.14,0.092
Mahmoud Dahoud,2020,2021,MID,1267,1663,0.039,0.075,0.092,0.186
Mahmoud Dahoud,2021,2022,MID,1663,328,0.075,0.067,0.186,0.104
Mahmoud Dahoud,2022,2023,FWD,328,622,0.067,0.092,0.104,0.245
Malo Gusto,2021,2022,DEF,1880,1616,0.024,0.034,0.207,0.166
Malo Gusto,2022,2023,FWD,1616,1754,0.034,0.087,0.166,0.283
Malo Gusto,2023,2024,FWD,1754,1633,0.087,0.084,0.283,0.049
Manuel Akanji,2017,2018,DEF,903,2206,0.015,0.015,0.012,0.025
Manuel Akanji,2018,2019,DEF,2206,2309,0.015,0.031,0.025,0.018
Manuel Akanji,2019,2020,DEF,2309,2350,0.031,0.076,0.018,0.008
Manuel Akanji,2020,2021,DEF,2350,2263,0.076,0.071,0.008,0.005
Manuel Akanji,2021,2022,DEF,2263,2272,0.071,0.042,0.005,0.011
Manuel Akanji,2022,2023,DEF,2272,2517,0.042,0.079,0.011,0.019
Manuel Akanji,2023,2024,DEF,2517,1713,0.079,0.032,0.019,0.022
Manuel Ugarte,2023,2024,MID,1938,1390,0.02,0.024,0.049,0.074
Marc Cucurella,2018,2019,MID,2351,3279,0.089,0.06,0.163,0.129
Marc Cucurella,2019,2020,MID,3279,3255,0.06,0.061,0.129,0.1
Marc Cucurella,2020,2021,MID,3255,3120,0.061,0.025,0.1,0.085
Marc Cucurella,2021,2022,MID,3120,1682,0.025,0.019,0.085,0.054
Marc Cucurella,2022,2023,DEF,1682,1788,0.019,0.073,0.054,0.063
Marc Cucurella,2023,2024,DEF,1788,2376,0.073,0.087,0.063,0.057
Marc Guehi,2021,2022,DEF,3227,3330,0.069,0.045,0.033,0.018
Marc Guehi,2022,2023,DEF,3330,2021,0.045,0.022,0.018,0.043
Marc Guehi,2023,2024,MID,2021,2520,0.022,0.088,0.043,0.043
Marco Asensio,2015,2016,FWD,2840,1079,0.208,0.304,0.305,0.299
Marco Asensio,2016,2017,FWD,1079,1831,0.304,0.237,0.299,0.302
Marco Asensio,2017,2018,FWD,1831,1782,0.237,0.202,0.302,0.262
Marco Asensio,2018,2019,FWD,1782,327,0.202,0.361,0.262,0.456
Marco Asensio,2019,2020,FWD,327,1886,0.361,0.197,0.456,0.152
Marco Asensio,2020,2021,FWD,1886,1733,0.197,0.401,0.152,0.118
Marco Asensio,2021,2022,FWD,1733,1422,0.401,0.403,0.118,0.327
Marco Asensio,2022,2023,FWD,1422,1113,0.403,0.339,0.327,0.441
Marco Asensio,2023,2024,FWD,1113,859,0.339,0.862,0.441,0.349
Marcos Senesi,2022,2023,DEF,2508,2253,0.074,0.095,0.018,0.075
Marcos Senesi,2023,2024,DEF,2253,968,0.095,0.057,0.075,0.022
Marcus Rashford,2015,2016,FWD,870,1687,0.313,0.335,0.079,0.106
Marcus Rashford,2016,2017,FWD,1687,1792,0.335,0.278,0.106,0.231
Marcus Rashford,2017,2018,FWD,1792,2360,0.278,0.443,0.231,0.201
